lineItem/LineItemDescription,lineItem/UsageStartDate,lineItem/UsageEndDate,bill/PayerAccountId,lineItem/UsageAccountId,bill/BillingEntity,lineItem/UnblendedCost,pricing/publicOnDemandCost,lineItem/CurrencyCode,lineItem/ResourceId,product/ProductName,resourceTags/user:Environment
Support Fee,2026-06-08T20:00:00Z,2026-06-08T21:00:00Z,123456789012,345678901234,AWS,11.224186,13.470867,USD,arn:aws:support-(business):us-east-1:345678901234:resource/res-00027,AWS Support (Business),
Refund - Support Fee,2026-06-08T20:00:00Z,2026-06-08T21:00:00Z,123456789012,567890123456,AWS,-290.86867,-262.3980078,USD,arn:aws:support-(business):us-east-1:567890123456:resource/res-00026,AWS Support (Business),
USE1-WriteCapacityUnit-Hrs,2026-06-08T20:00:00Z,2026-06-08T21:00:00Z,123456789012,345678901234,AWS,1.74163,1.880418,USD,arn:aws:dynamodb:us-east-1:345678901234:resource/res-00031,Amazon DynamoDB,development
USE1-BoxUsage:m5.large,2026-06-08T20:00:00Z,2026-06-08T21:00:00Z,123456789012,567890123456,AWS,3.704822,4.970373,USD,arn:aws:elastic-compute-cloud:us-east-1:567890123456:resource/res-00031,Amazon Elastic Compute Cloud,qa
USE1-Requests-HTTPS-Proxy,2026-06-08T20:00:00Z,2026-06-08T21:00:00Z,123456789012,234567890123,AWS,0.550759,0.589429,USD,arn:aws:cloudfront:us-east-1:234567890123:resource/res-00036,Amazon CloudFront,production
USE1-LoadBalancerUsage,2026-06-08T21:00:00Z,2026-06-08T22:00:00Z,123456789012,567890123456,AWS Marketplace,1.555168,1.651027,USD,arn:aws:elastic-load-balancing:us-east-1:567890123456:resource/res-00035,Amazon Elastic Load Balancing,staging
USE1-BackupUsage,2026-06-08T22:00:00Z,2026-06-08T23:00:00Z,123456789012,678901234567,AWS,5.126305,5.913977,USD,arn:aws:relational-database-service:us-east-1:678901234567:resource/res-00034,Amazon Relational Database Service,qa
USE1-InstanceUsage:db.t3.medium,2026-06-08T23:00:00Z,2026-06-09T00:00:00Z,123456789012,678901234567,AWS,3.943692,4.237629,USD,arn:aws:relational-database-service:us-east-1:678901234567:resource/res-00021,Amazon Relational Database Service,qa
USE1-Request,2026-06-08T23:00:00Z,2026-06-09T00:00:00Z,123456789012,678901234567,AWS Marketplace,0.798369,1.012615,USD,arn:aws:lambda:us-east-1:678901234567:resource/res-00024,AWS Lambda,staging
USE1-TimedStorage-ByteHrs,2026-06-09T00:00:00Z,2026-06-09T01:00:00Z,123456789012,345678901234,AWS,5.042693,6.006504,USD,arn:aws:simple-storage-service:us-east-1:345678901234:resource/res-00030,Amazon Simple Storage Service,development
USE1-LCUUsage,2026-06-09T00:00:00Z,2026-06-09T01:00:00Z,123456789012,234567890123,AWS,0.999482,1.217291,USD,arn:aws:elastic-load-balancing:us-east-1:234567890123:resource/res-00005,Amazon Elastic Load Balancing,production
USE1-DataTransfer-Out-Bytes,2026-06-09T00:00:00Z,2026-06-09T01:00:00Z,123456789012,234567890123,AWS,4.261574,4.719659,USD,arn:aws:elastic-compute-cloud:us-east-1:234567890123:resource/res-00029,Amazon Elastic Compute Cloud,
USE1-ReadCapacityUnit-Hrs,2026-06-09T01:00:00Z,2026-06-09T02:00:00Z,123456789012,345678901234,AWS Marketplace,3.440637,4.040583,USD,arn:aws:dynamodb:us-east-1:345678901234:resource/res-00033,Amazon DynamoDB,production
USE1-LoadBalancerUsage,2026-06-09T02:00:00Z,2026-06-09T03:00:00Z,123456789012,345678901234,AWS,0.037818,0.049223,USD,arn:aws:elastic-load-balancing:us-east-1:345678901234:resource/res-00022,Amazon Elastic Load Balancing,qa
Refund - USE1-DataTransfer-Out-Bytes,2026-06-09T02:00:00Z,2026-06-09T03:00:00Z,123456789012,678901234567,AWS Marketplace,-3.057415,-3.4342947,USD,arn:aws:simple-storage-service:us-east-1:678901234567:resource/res-00003,Amazon Simple Storage Service,
USE1-DataTransfer-Out-Bytes,2026-06-09T02:00:00Z,2026-06-09T03:00:00Z,123456789012,345678901234,AWS,2.020552,2.103517,USD,arn:aws:cloudfront:us-east-1:345678901234:resource/res-00009,Amazon CloudFront,staging
Refund - Support Fee,2026-06-09T03:00:00Z,2026-06-09T04:00:00Z,123456789012,456789012345,AWS,-119.051043,-129.41697240000002,USD,arn:aws:support-(business):us-east-1:456789012345:resource/res-00013,AWS Support (Business),development
USE1-Requests-HTTPS-Proxy,2026-06-09T03:00:00Z,2026-06-09T04:00:00Z,123456789012,456789012345,AWS,1.483321,2.001443,USD,arn:aws:cloudfront:us-east-1:456789012345:resource/res-00032,Amazon CloudFront,
USE1-DataTransfer-Out-Bytes,2026-06-09T04:00:00Z,2026-06-09T05:00:00Z,123456789012,234567890123,AWS,6.851171,9.236896,USD,arn:aws:simple-storage-service:us-east-1:234567890123:resource/res-00033,Amazon Simple Storage Service,staging
USE1-DataTransfer-Out-Bytes,2026-06-09T04:00:00Z,2026-06-09T05:00:00Z,123456789012,345678901234,AWS,4.339902,4.60082,USD,arn:aws:elastic-compute-cloud:us-east-1:345678901234:resource/res-00014,Amazon Elastic Compute Cloud,production
USE1-DataTransfer-Out-Bytes,2026-06-09T04:00:00Z,2026-06-09T05:00:00Z,123456789012,345678901234,AWS,0.546435,0.647837,USD,arn:aws:elastic-compute-cloud:us-east-1:345678901234:resource/res-00012,Amazon Elastic Compute Cloud,
USE1-LCUUsage,2026-06-09T05:00:00Z,2026-06-09T06:00:00Z,123456789012,678901234567,AWS,0.231972,0.23297,USD,arn:aws:elastic-load-balancing:us-east-1:678901234567:resource/res-00019,Amazon Elastic Load Balancing,staging
USE1-DataTransfer-Out-Bytes,2026-06-09T06:00:00Z,2026-06-09T07:00:00Z,123456789012,678901234567,AWS,1.610697,1.714002,USD,arn:aws:cloudfront:us-east-1:678901234567:resource/res-00019,Amazon CloudFront,
USE1-Requests-Tier2,2026-06-09T06:00:00Z,2026-06-09T07:00:00Z,123456789012,456789012345,AWS,4.118165,5.44143,USD,arn:aws:simple-storage-service:us-east-1:456789012345:resource/res-00037,Amazon Simple Storage Service,production
USE1-ReadCapacityUnit-Hrs,2026-06-09T06:00:00Z,2026-06-09T07:00:00Z,123456789012,234567890123,AWS,4.972289,5.629737,USD,arn:aws:dynamodb:us-east-1:234567890123:resource/res-00022,Amazon DynamoDB,
Refund - USE1-DataTransfer-Out-Bytes,2026-06-09T07:00:00Z,2026-06-09T08:00:00Z,123456789012,678901234567,AWS,-0.95772,-0.9838143,USD,arn:aws:cloudfront:us-east-1:678901234567:resource/res-00014,Amazon CloudFront,
Support Fee,2026-06-09T07:00:00Z,2026-06-09T08:00:00Z,123456789012,567890123456,AWS,144.869271,145.413701,USD,arn:aws:support-(business):us-east-1:567890123456:resource/res-00027,AWS Support (Business),development
USE1-Requests-Tier2,2026-06-09T08:00:00Z,2026-06-09T09:00:00Z,123456789012,678901234567,AWS,2.251333,2.984312,USD,arn:aws:simple-storage-service:us-east-1:678901234567:resource/res-00015,Amazon Simple Storage Service,staging
USE1-BoxUsage:t3.medium,2026-06-09T08:00:00Z,2026-06-09T09:00:00Z,123456789012,234567890123,AWS,2.413153,3.139761,USD,arn:aws:elastic-compute-cloud:us-east-1:234567890123:resource/res-00024,Amazon Elastic Compute Cloud,
Support Fee,2026-06-09T08:00:00Z,2026-06-09T09:00:00Z,123456789012,345678901234,AWS,122.154197,138.393855,USD,arn:aws:support-(business):us-east-1:345678901234:resource/res-00005,AWS Support (Business),development
USE1-BoxUsage:c5.xlarge,2026-06-09T09:00:00Z,2026-06-09T10:00:00Z,123456789012,234567890123,AWS,2.16278,2.497285,USD,arn:aws:elastic-compute-cloud:us-east-1:234567890123:resource/res-00028,Amazon Elastic Compute Cloud,
USE1-LCUUsage,2026-06-09T10:00:00Z,2026-06-09T11:00:00Z,123456789012,567890123456,AWS,1.677423,1.726904,USD,arn:aws:elastic-load-balancing:us-east-1:567890123456:resource/res-00029,Amazon Elastic Load Balancing,staging
USE1-WriteCapacityUnit-Hrs,2026-06-09T10:00:00Z,2026-06-09T11:00:00Z,123456789012,456789012345,AWS Marketplace,3.852524,4.757114,USD,arn:aws:dynamodb:us-east-1:456789012345:resource/res-00013,Amazon DynamoDB,qa
USE1-LCUUsage,2026-06-09T11:00:00Z,2026-06-09T12:00:00Z,123456789012,567890123456,AWS,0.414532,0.469738,USD,arn:aws:elastic-load-balancing:us-east-1:567890123456:resource/res-00045,Amazon Elastic Load Balancing,staging
USE1-WriteCapacityUnit-Hrs,2026-06-09T11:00:00Z,2026-06-09T12:00:00Z,123456789012,345678901234,AWS,1.892599,2.170216,USD,arn:aws:dynamodb:us-east-1:345678901234:resource/res-00028,Amazon DynamoDB,staging
USE1-LoadBalancerUsage,2026-06-09T11:00:00Z,2026-06-09T12:00:00Z,123456789012,345678901234,AWS,0.966217,1.121097,USD,arn:aws:elastic-load-balancing:us-east-1:345678901234:resource/res-00014,Amazon Elastic Load Balancing,staging
USE1-DataTransfer-Out-Bytes,2026-06-09T12:00:00Z,2026-06-09T13:00:00Z,123456789012,567890123456,AWS,6.806137,7.696966,USD,arn:aws:simple-storage-service:us-east-1:567890123456:resource/res-00034,Amazon Simple Storage Service,staging
USE1-BoxUsage:m5.large,2026-06-09T13:00:00Z,2026-06-09T14:00:00Z,123456789012,345678901234,AWS,3.769656,4.098828,USD,arn:aws:elastic-compute-cloud:us-east-1:345678901234:resource/res-00004,Amazon Elastic Compute Cloud,staging
Support Fee,2026-06-09T14:00:00Z,2026-06-09T15:00:00Z,123456789012,567890123456,AWS,349.071537,425.702923,USD,arn:aws:support-(business):us-east-1:567890123456:resource/res-00013,AWS Support (Business),production
USE1-Requests-HTTPS-Proxy,2026-06-09T14:00:00Z,2026-06-09T15:00:00Z,123456789012,345678901234,AWS,1.739559,1.904637,USD,arn:aws:cloudfront:us-east-1:345678901234:resource/res-00007,Amazon CloudFront,production
USE1-WriteCapacityUnit-Hrs,2026-06-09T14:00:00Z,2026-06-09T15:00:00Z,123456789012,567890123456,AWS,2.885875,3.041093,USD,arn:aws:dynamodb:us-east-1:567890123456:resource/res-00034,Amazon DynamoDB,development
USE1-TimedStorage-ByteHrs,2026-06-09T15:00:00Z,2026-06-09T16:00:00Z,123456789012,234567890123,AWS,0.76045,0.962642,USD,arn:aws:dynamodb:us-east-1:234567890123:resource/res-00017,Amazon DynamoDB,development
USE1-LCUUsage,2026-06-09T15:00:00Z,2026-06-09T16:00:00Z,123456789012,234567890123,AWS,0.420099,0.525475,USD,arn:aws:elastic-load-balancing:us-east-1:234567890123:resource/res-00042,Amazon Elastic Load Balancing,development
USE1-BoxUsage:t3.medium,2026-06-09T15:00:00Z,2026-06-09T16:00:00Z,123456789012,456789012345,AWS,2.800116,3.565454,USD,arn:aws:elastic-compute-cloud:us-east-1:456789012345:resource/res-00012,Amazon Elastic Compute Cloud,development
USE1-Lambda-GB-Second,2026-06-09T16:00:00Z,2026-06-09T17:00:00Z,123456789012,234567890123,AWS Marketplace,3.180498,3.199594,USD,arn:aws:lambda:us-east-1:234567890123:resource/res-00036,AWS Lambda,production
USE1-LoadBalancerUsage,2026-06-09T16:00:00Z,2026-06-09T17:00:00Z,123456789012,345678901234,AWS,0.680074,0.748624,USD,arn:aws:elastic-load-balancing:us-east-1:345678901234:resource/res-00026,Amazon Elastic Load Balancing,production
USE1-TimedStorage-ByteHrs,2026-06-09T16:00:00Z,2026-06-09T17:00:00Z,123456789012,345678901234,AWS,3.910143,4.418367,USD,arn:aws:simple-storage-service:us-east-1:345678901234:resource/res-00034,Amazon Simple Storage Service,qa
USE1-BoxUsage:t3.medium,2026-06-09T18:00:00Z,2026-06-09T19:00:00Z,123456789012,567890123456,AWS,4.053437,4.218476,USD,arn:aws:elastic-compute-cloud:us-east-1:567890123456:resource/res-00042,Amazon Elastic Compute Cloud,development
USE1-DataTransfer-Out-Bytes,2026-06-09T18:00:00Z,2026-06-09T19:00:00Z,123456789012,456789012345,AWS,1.089684,1.284011,USD,arn:aws:cloudfront:us-east-1:456789012345:resource/res-00010,Amazon CloudFront,production
USE1-DataTransfer-Out-Bytes,2026-06-09T19:00:00Z,2026-06-09T20:00:00Z,123456789012,234567890123,AWS,1.161782,1.368631,USD,arn:aws:cloudfront:us-east-1:234567890123:resource/res-00031,Amazon CloudFront,production
Support Fee,2026-06-09T19:00:00Z,2026-06-09T20:00:00Z,123456789012,345678901234,AWS,58.649873,64.211782,USD,arn:aws:support-(business):us-east-1:345678901234:resource/res-00021,AWS Support (Business),staging
USE1-LCUUsage,2026-06-09T19:00:00Z,2026-06-09T20:00:00Z,123456789012,234567890123,AWS Marketplace,1.587506,1.80391,USD,arn:aws:elastic-load-balancing:us-east-1:234567890123:resource/res-00003,Amazon Elastic Load Balancing,production
USE1-Requests-HTTPS-Proxy,2026-06-09T19:00:00Z,2026-06-09T20:00:00Z,123456789012,567890123456,AWS,1.096736,1.230434,USD,arn:aws:cloudfront:us-east-1:567890123456:resource/res-00008,Amazon CloudFront,qa
USE1-StorageUsage,2026-06-09T20:00:00Z,2026-06-09T21:00:00Z,123456789012,234567890123,AWS,1.586207,1.911359,USD,arn:aws:relational-database-service:us-east-1:234567890123:resource/res-00027,Amazon Relational Database Service,
USE1-EBS:VolumeUsage.gp3,2026-06-09T20:00:00Z,2026-06-09T21:00:00Z,123456789012,234567890123,AWS,3.602048,4.861488,USD,arn:aws:elastic-compute-cloud:us-east-1:234567890123:resource/res-00007,Amazon Elastic Compute Cloud,
Support Fee,2026-06-09T22:00:00Z,2026-06-09T23:00:00Z,123456789012,456789012345,AWS,266.712896,340.897362,USD,arn:aws:support-(business):us-east-1:456789012345:resource/res-00033,AWS Support (Business),staging
USE1-InstanceUsage:db.t3.medium,2026-06-09T22:00:00Z,2026-06-09T23:00:00Z,123456789012,567890123456,AWS,3.009571,3.316445,USD,arn:aws:relational-database-service:us-east-1:567890123456:resource/res-00008,Amazon Relational Database Service,qa
USE1-LoadBalancerUsage,2026-06-09T22:00:00Z,2026-06-09T23:00:00Z,123456789012,456789012345,AWS,0.496641,0.508425,USD,arn:aws:elastic-load-balancing:us-east-1:456789012345:resource/res-00008,Amazon Elastic Load Balancing,production
USE1-LCUUsage,2026-06-09T22:00:00Z,2026-06-09T23:00:00Z,123456789012,345678901234,AWS,1.074353,1.399043,USD,arn:aws:elastic-load-balancing:us-east-1:345678901234:resource/res-00031,Amazon Elastic Load Balancing,development
USE1-Lambda-GB-Second,2026-06-09T23:00:00Z,2026-06-10T00:00:00Z,123456789012,234567890123,AWS,0.534197,0.553457,USD,arn:aws:lambda:us-east-1:234567890123:resource/res-00015,AWS Lambda,
Refund - USE1-DataTransfer-Out-Bytes,2026-06-09T23:00:00Z,2026-06-10T00:00:00Z,123456789012,345678901234,AWS,-3.267598,-2.9858778000000004,USD,arn:aws:elastic-compute-cloud:us-east-1:345678901234:resource/res-00028,Amazon Elastic Compute Cloud,development
USE1-ReadCapacityUnit-Hrs,2026-06-09T23:00:00Z,2026-06-10T00:00:00Z,123456789012,456789012345,AWS,3.159524,3.255987,USD,arn:aws:dynamodb:us-east-1:456789012345:resource/res-00027,Amazon DynamoDB,
USE1-BackupUsage,2026-06-09T23:00:00Z,2026-06-10T00:00:00Z,123456789012,567890123456,AWS,3.642622,3.859375,USD,arn:aws:relational-database-service:us-east-1:567890123456:resource/res-00034,Amazon Relational Database Service,
Refund - USE1-DataTransfer-Out-Bytes,2026-06-10T00:00:00Z,2026-06-10T01:00:00Z,123456789012,234567890123,AWS,-1.226868,-1.1615184,USD,arn:aws:cloudfront:us-east-1:234567890123:resource/res-00032,Amazon CloudFront,
Support Fee,2026-06-10T00:00:00Z,2026-06-10T01:00:00Z,123456789012,567890123456,AWS,178.203082,198.34053,USD,arn:aws:support-(business):us-east-1:567890123456:resource/res-00011,AWS Support (Business),staging
USE1-Requests-Tier1,2026-06-10T00:00:00Z,2026-06-10T01:00:00Z,123456789012,567890123456,AWS,10.96128,12.523368,USD,arn:aws:simple-storage-service:us-east-1:567890123456:resource/res-00011,Amazon Simple Storage Service,development
USE1-DataTransfer-Out-Bytes,2026-06-10T00:00:00Z,2026-06-10T01:00:00Z,123456789012,456789012345,AWS,0.869511,1.066087,USD,arn:aws:cloudfront:us-east-1:456789012345:resource/res-00018,Amazon CloudFront,staging
USE1-DataTransfer-Out-Bytes,2026-06-10T01:00:00Z,2026-06-10T02:00:00Z,123456789012,678901234567,AWS,2.228471,2.274475,USD,arn:aws:simple-storage-service:us-east-1:678901234567:resource/res-00028,Amazon Simple Storage Service,development
USE1-Request,2026-06-10T02:00:00Z,2026-06-10T03:00:00Z,123456789012,345678901234,AWS,0.98311,1.088189,USD,arn:aws:lambda:us-east-1:345678901234:resource/res-00034,AWS Lambda,development
Support Fee,2026-06-10T04:00:00Z,2026-06-10T05:00:00Z,123456789012,567890123456,AWS,235.012281,260.496742,USD,arn:aws:support-(business):us-east-1:567890123456:resource/res-00044,AWS Support (Business),staging
Support Fee,2026-06-10T04:00:00Z,2026-06-10T05:00:00Z,123456789012,345678901234,AWS,208.336998,211.885049,USD,arn:aws:support-(business):us-east-1:345678901234:resource/res-00003,AWS Support (Business),qa
USE1-WriteCapacityUnit-Hrs,2026-06-10T04:00:00Z,2026-06-10T05:00:00Z,123456789012,345678901234,AWS,5.169378,5.778373,USD,arn:aws:dynamodb:us-east-1:345678901234:resource/res-00001,Amazon DynamoDB,development
USE1-TimedStorage-ByteHrs,2026-06-10T04:00:00Z,2026-06-10T05:00:00Z,123456789012,345678901234,AWS,9.689905,11.908671,USD,arn:aws:simple-storage-service:us-east-1:345678901234:resource/res-00029,Amazon Simple Storage Service,
USE1-WriteCapacityUnit-Hrs,2026-06-10T07:00:00Z,2026-06-10T08:00:00Z,123456789012,456789012345,AWS,5.132162,6.242753,USD,arn:aws:dynamodb:us-east-1:456789012345:resource/res-00011,Amazon DynamoDB,production
Support Fee,2026-06-10T07:00:00Z,2026-06-10T08:00:00Z,123456789012,567890123456,AWS,59.054489,62.674765,USD,arn:aws:support-(business):us-east-1:567890123456:resource/res-00018,AWS Support (Business),development
USE1-LoadBalancerUsage,2026-06-10T07:00:00Z,2026-06-10T08:00:00Z,123456789012,567890123456,AWS Marketplace,0.602218,0.789537,USD,arn:aws:elastic-load-balancing:us-east-1:567890123456:resource/res-00032,Amazon Elastic Load Balancing,development
USE1-InstanceUsage:db.t3.medium,2026-06-10T08:00:00Z,2026-06-10T09:00:00Z,123456789012,345678901234,AWS,6.237706,7.079494,USD,arn:aws:relational-database-service:us-east-1:345678901234:resource/res-00034,Amazon Relational Database Service,staging
USE1-BoxUsage:m5.large,2026-06-10T08:00:00Z,2026-06-10T09:00:00Z,123456789012,234567890123,AWS,0.536042,0.703968,USD,arn:aws:elastic-compute-cloud:us-east-1:234567890123:resource/res-00022,Amazon Elastic Compute Cloud,
USE1-DataTransfer-Out-Bytes,2026-06-10T08:00:00Z,2026-06-10T09:00:00Z,123456789012,456789012345,AWS,8.703283,9.470596,USD,arn:aws:simple-storage-service:us-east-1:456789012345:resource/res-00026,Amazon Simple Storage Service,production
USE1-LCUUsage,2026-06-10T09:00:00Z,2026-06-10T10:00:00Z,123456789012,456789012345,AWS,0.5842,0.639103,USD,arn:aws:elastic-load-balancing:us-east-1:456789012345:resource/res-00023,Amazon Elastic Load Balancing,
Refund - USE1-LCUUsage,2026-06-10T09:00:00Z,2026-06-10T10:00:00Z,123456789012,234567890123,AWS,-0.769143,-0.8374329,USD,arn:aws:elastic-load-balancing:us-east-1:234567890123:resource/res-00006,Amazon Elastic Load Balancing,staging
USE1-BoxUsage:m5.large,2026-06-10T09:00:00Z,2026-06-10T10:00:00Z,123456789012,567890123456,AWS,2.973964,3.121388,USD,arn:aws:elastic-compute-cloud:us-east-1:567890123456:resource/res-00034,Amazon Elastic Compute Cloud,qa
USE1-Lambda-GB-Second,2026-06-10T09:00:00Z,2026-06-10T10:00:00Z,123456789012,456789012345,AWS,1.41939,1.569777,USD,arn:aws:lambda:us-east-1:456789012345:resource/res-00034,AWS Lambda,staging
USE1-Request,2026-06-10T10:00:00Z,2026-06-10T11:00:00Z,123456789012,678901234567,AWS,2.661052,3.401589,USD,arn:aws:lambda:us-east-1:678901234567:resource/res-00017,AWS Lambda,
USE1-Lambda-GB-Second,2026-06-10T10:00:00Z,2026-06-10T11:00:00Z,123456789012,234567890123,AWS,2.378088,3.009345,USD,arn:aws:lambda:us-east-1:234567890123:resource/res-00027,AWS Lambda,staging
USE1-DataTransfer-Out-Bytes,2026-06-10T10:00:00Z,2026-06-10T11:00:00Z,123456789012,345678901234,AWS,8.549215,8.767538,USD,arn:aws:simple-storage-service:us-east-1:345678901234:resource/res-00042,Amazon Simple Storage Service,
USE1-DataTransfer-Out-Bytes,2026-06-10T10:00:00Z,2026-06-10T11:00:00Z,123456789012,456789012345,AWS,1.274473,1.306087,USD,arn:aws:cloudfront:us-east-1:456789012345:resource/res-00020,Amazon CloudFront,qa
USE1-DataTransfer-Out-Bytes,2026-06-10T11:00:00Z,2026-06-10T12:00:00Z,123456789012,456789012345,AWS Marketplace,0.455054,0.505209,USD,arn:aws:cloudfront:us-east-1:456789012345:resource/res-00021,Amazon CloudFront,development
USE1-BoxUsage:t3.medium,2026-06-10T11:00:00Z,2026-06-10T12:00:00Z,123456789012,567890123456,AWS,1.716273,1.779348,USD,arn:aws:elastic-compute-cloud:us-east-1:567890123456:resource/res-00028,Amazon Elastic Compute Cloud,development
USE1-TimedStorage-ByteHrs,2026-06-10T11:00:00Z,2026-06-10T12:00:00Z,123456789012,456789012345,AWS Marketplace,4.450651,5.399352,USD,arn:aws:simple-storage-service:us-east-1:456789012345:resource/res-00020,Amazon Simple Storage Service,qa
USE1-TimedStorage-ByteHrs,2026-06-10T11:00:00Z,2026-06-10T12:00:00Z,123456789012,234567890123,AWS,1.924978,2.426384,USD,arn:aws:dynamodb:us-east-1:234567890123:resource/res-00005,Amazon DynamoDB,development
USE1-WriteCapacityUnit-Hrs,2026-06-10T12:00:00Z,2026-06-10T13:00:00Z,123456789012,345678901234,AWS,0.137551,0.146849,USD,arn:aws:dynamodb:us-east-1:345678901234:resource/res-00004,Amazon DynamoDB,development
USE1-BackupUsage,2026-06-10T12:00:00Z,2026-06-10T13:00:00Z,123456789012,345678901234,AWS,6.091603,7.455415,USD,arn:aws:relational-database-service:us-east-1:345678901234:resource/res-00035,Amazon Relational Database Service,production
USE1-WriteCapacityUnit-Hrs,2026-06-10T12:00:00Z,2026-06-10T13:00:00Z,123456789012,234567890123,AWS,4.560871,5.090801,USD,arn:aws:dynamodb:us-east-1:234567890123:resource/res-00007,Amazon DynamoDB,development
USE1-Requests-HTTPS-Proxy,2026-06-10T12:00:00Z,2026-06-10T13:00:00Z,123456789012,345678901234,AWS,1.632564,1.94774,USD,arn:aws:cloudfront:us-east-1:345678901234:resource/res-00034,Amazon CloudFront,production
Support Fee,2026-06-10T12:00:00Z,2026-06-10T13:00:00Z,123456789012,456789012345,AWS,208.688004,264.767186,USD,arn:aws:support-(business):us-east-1:456789012345:resource/res-00040,AWS Support (Business),staging
USE1-TimedStorage-ByteHrs,2026-06-10T12:00:00Z,2026-06-10T13:00:00Z,123456789012,345678901234,AWS,9.652252,12.967751,USD,arn:aws:simple-storage-service:us-east-1:345678901234:resource/res-00009,Amazon Simple Storage Service,qa
USE1-LoadBalancerUsage,2026-06-10T13:00:00Z,2026-06-10T14:00:00Z,123456789012,234567890123,AWS,0.220247,0.29393,USD,arn:aws:elastic-load-balancing:us-east-1:234567890123:resource/res-00032,Amazon Elastic Load Balancing,production
USE1-ReadCapacityUnit-Hrs,2026-06-10T14:00:00Z,2026-06-10T15:00:00Z,123456789012,345678901234,AWS,3.785196,3.854837,USD,arn:aws:dynamodb:us-east-1:345678901234:resource/res-00022,Amazon DynamoDB,qa
USE1-LCUUsage,2026-06-10T14:00:00Z,2026-06-10T15:00:00Z,123456789012,456789012345,AWS,0.813805,1.009132,USD,arn:aws:elastic-load-balancing:us-east-1:456789012345:resource/res-00020,Amazon Elastic Load Balancing,
USE1-Requests-Tier1,2026-06-10T15:00:00Z,2026-06-10T16:00:00Z,123456789012,678901234567,AWS Marketplace,10.119022,12.779176,USD,arn:aws:simple-storage-service:us-east-1:678901234567:resource/res-00041,Amazon Simple Storage Service,
USE1-TimedStorage-ByteHrs,2026-06-10T15:00:00Z,2026-06-10T16:00:00Z,123456789012,678901234567,AWS,1.869321,1.878565,USD,arn:aws:dynamodb:us-east-1:678901234567:resource/res-00018,Amazon DynamoDB,qa
USE1-LCUUsage,2026-06-10T15:00:00Z,2026-06-10T16:00:00Z,123456789012,567890123456,AWS,1.065823,1.174224,USD,arn:aws:elastic-load-balancing:us-east-1:567890123456:resource/res-00025,Amazon Elastic Load Balancing,production
USE1-Requests-HTTPS-Proxy,2026-06-10T16:00:00Z,2026-06-10T17:00:00Z,123456789012,345678901234,AWS,1.325558,1.393712,USD,arn:aws:cloudfront:us-east-1:345678901234:resource/res-00038,Amazon CloudFront,production
USE1-Request,2026-06-10T16:00:00Z,2026-06-10T17:00:00Z,123456789012,345678901234,AWS,0.98384,1.056097,USD,arn:aws:lambda:us-east-1:345678901234:resource/res-00017,AWS Lambda,production
USE1-Lambda-GB-Second,2026-06-10T17:00:00Z,2026-06-10T18:00:00Z,123456789012,567890123456,AWS,1.324262,1.707764,USD,arn:aws:lambda:us-east-1:567890123456:resource/res-00005,AWS Lambda,development
USE1-Request,2026-06-10T17:00:00Z,2026-06-10T18:00:00Z,123456789012,456789012345,AWS,0.313895,0.394946,USD,arn:aws:lambda:us-east-1:456789012345:resource/res-00017,AWS Lambda,staging
Support Fee,2026-06-10T17:00:00Z,2026-06-10T18:00:00Z,123456789012,678901234567,AWS,148.57651,188.171155,USD,arn:aws:support-(business):us-east-1:678901234567:resource/res-00022,AWS Support (Business),
USE1-Lambda-GB-Second,2026-06-10T18:00:00Z,2026-06-10T19:00:00Z,123456789012,234567890123,AWS,2.629786,3.37077,USD,arn:aws:lambda:us-east-1:234567890123:resource/res-00001,AWS Lambda,
USE1-Lambda-GB-Second,2026-06-10T19:00:00Z,2026-06-10T20:00:00Z,123456789012,567890123456,AWS,1.821938,2.34916,USD,arn:aws:lambda:us-east-1:567890123456:resource/res-00022,AWS Lambda,qa
USE1-Request,2026-06-10T19:00:00Z,2026-06-10T20:00:00Z,123456789012,345678901234,AWS,1.492971,1.604344,USD,arn:aws:lambda:us-east-1:345678901234:resource/res-00022,AWS Lambda,development
Support Fee,2026-06-10T20:00:00Z,2026-06-10T21:00:00Z,123456789012,678901234567,AWS,280.900911,334.798568,USD,arn:aws:support-(business):us-east-1:678901234567:resource/res-00013,AWS Support (Business),qa
Refund - USE1-TimedStorage-ByteHrs,2026-06-10T20:00:00Z,2026-06-10T21:00:00Z,123456789012,567890123456,AWS,-0.618697,-0.6621723,USD,arn:aws:simple-storage-service:us-east-1:567890123456:resource/res-00039,Amazon Simple Storage Service,development
USE1-Request,2026-06-10T21:00:00Z,2026-06-10T22:00:00Z,123456789012,234567890123,AWS,3.16508,3.266263,USD,arn:aws:lambda:us-east-1:234567890123:resource/res-00042,AWS Lambda,staging
USE1-Requests-Tier2,2026-06-10T23:00:00Z,2026-06-11T00:00:00Z,123456789012,345678901234,AWS,11.761449,15.743332,USD,arn:aws:simple-storage-service:us-east-1:345678901234:resource/res-00021,Amazon Simple Storage Service,
USE1-WriteCapacityUnit-Hrs,2026-06-10T23:00:00Z,2026-06-11T00:00:00Z,123456789012,456789012345,AWS,0.412565,0.441836,USD,arn:aws:dynamodb:us-east-1:456789012345:resource/res-00010,Amazon DynamoDB,staging
