lineItem/LineItemDescription,lineItem/UsageStartDate,lineItem/UsageEndDate,bill/PayerAccountId,lineItem/UsageAccountId,bill/BillingEntity,lineItem/UnblendedCost,pricing/publicOnDemandCost,lineItem/CurrencyCode,lineItem/ResourceId,product/ProductName,resourceTags/user:Environment
USE1-TimedStorage-ByteHrs,2026-06-12T21:00:00Z,2026-06-12T22:00:00Z,987654321098,876543210987,AWS,22.561312,27.532735,USD,arn:aws:s3:us-east-1:876543210987:resource/res-00012-08,Amazon Simple Storage Service,development
USE1-BoxUsage:t3.medium,2026-06-12T22:00:00Z,2026-06-12T23:00:00Z,111122223333,444455556666,AWS,35.949308,45.507844,USD,arn:aws:ec2:us-east-1:444455556666:resource/res-00012-09,Amazon Elastic Compute Cloud,qa
USE1-DataTransfer-Out-Bytes,2026-06-12T23:00:00Z,2026-06-13T00:00:00Z,123456789012,234567890123,AWS,11.479672,13.6276,USD,arn:aws:cloudfront:us-east-1:234567890123:resource/res-00012-10,Amazon CloudFront,production
USE1-TimedStorage-ByteHrs,2026-06-13T01:00:00Z,2026-06-13T02:00:00Z,987654321098,876543210987,AWS,25.440402,30.823619,USD,arn:aws:s3:us-east-1:876543210987:resource/res-00013-01,Amazon Simple Storage Service,production
USE1-ReadRequestUnits,2026-06-13T03:00:00Z,2026-06-13T04:00:00Z,111122223333,444455556666,AWS,12.12623,14.898378,USD,arn:aws:dynamodb:us-east-1:444455556666:resource/res-00013-02,Amazon DynamoDB,staging
USE1-DataTransfer-Out-Bytes,2026-06-13T06:00:00Z,2026-06-13T07:00:00Z,123456789012,234567890123,AWS,9.166632,11.20038,USD,arn:aws:cloudfront:us-east-1:234567890123:resource/res-00013-03,Amazon CloudFront,development
USE1-DataTransfer-Out-Bytes,2026-06-13T09:00:00Z,2026-06-13T10:00:00Z,123456789012,345678901234,AWS,12.493218,14.173295,USD,arn:aws:cloudfront:us-east-1:345678901234:resource/res-00013-04,Amazon CloudFront,qa
USE1-BoxUsage:t3.medium,2026-06-13T13:00:00Z,2026-06-13T14:00:00Z,987654321098,765432109876,AWS,47.919522,54.109192,USD,arn:aws:ec2:us-east-1:765432109876:resource/res-00013-05,Amazon Elastic Compute Cloud,production
Support Fee,2026-06-13T16:00:00Z,2026-06-13T17:00:00Z,987654321098,876543210987,AWS,10.309855,11.625966,USD,arn:aws:support:us-east-1:876543210987:resource/res-00013-06,AWS Support (Business),staging
USE1-ReadRequestUnits,2026-06-13T19:00:00Z,2026-06-13T20:00:00Z,111122223333,444455556666,AWS,16.436596,18.659557,USD,arn:aws:dynamodb:us-east-1:444455556666:resource/res-00013-07,Amazon DynamoDB,development
USE1-Request,2026-06-13T21:00:00Z,2026-06-13T22:00:00Z,123456789012,234567890123,AWS,16.841156,20.880838,USD,arn:aws:lambda:us-east-1:234567890123:resource/res-00013-08,AWS Lambda,qa
USE1-LCUUsage,2026-06-13T22:00:00Z,2026-06-13T23:00:00Z,123456789012,345678901234,AWS,10.485183,12.967369,USD,arn:aws:elastic-load-balancing:us-east-1:345678901234:resource/res-00013-09,Amazon Elastic Load Balancing,production
USE1-InstanceUsage:db.t3.medium,2026-06-13T23:00:00Z,2026-06-14T00:00:00Z,987654321098,765432109876,AWS,23.500026,29.736493,USD,arn:aws:rds:us-east-1:765432109876:resource/res-00013-10,Amazon Relational Database Service,staging
USE1-InstanceUsage:db.t3.medium,2026-06-14T01:00:00Z,2026-06-14T02:00:00Z,123456789012,234567890123,AWS,21.652312,25.652696,USD,arn:aws:rds:us-east-1:234567890123:resource/res-00014-01,Amazon Relational Database Service,staging
USE1-TimedStorage-ByteHrs,2026-06-14T03:00:00Z,2026-06-14T04:00:00Z,123456789012,345678901234,AWS,23.157069,28.565092,USD,arn:aws:s3:us-east-1:345678901234:resource/res-00014-02,Amazon Simple Storage Service,development
USE1-LCUUsage,2026-06-14T06:00:00Z,2026-06-14T07:00:00Z,987654321098,765432109876,AWS,10.870614,12.923908,USD,arn:aws:elastic-load-balancing:us-east-1:765432109876:resource/res-00014-03,Amazon Elastic Load Balancing,qa
USE1-DataTransfer-Out-Bytes,2026-06-14T09:00:00Z,2026-06-14T10:00:00Z,987654321098,876543210987,AWS,9.570781,12.085346,USD,arn:aws:cloudfront:us-east-1:876543210987:resource/res-00014-04,Amazon CloudFront,production
Support Fee,2026-06-14T13:00:00Z,2026-06-14T14:00:00Z,111122223333,444455556666,AWS,7.622681,8.631317,USD,arn:aws:support:us-east-1:444455556666:resource/res-00014-05,AWS Support (Business),staging
USE1-ReadRequestUnits,2026-06-14T16:00:00Z,2026-06-14T17:00:00Z,123456789012,234567890123,AWS,10.507405,12.774038,USD,arn:aws:dynamodb:us-east-1:234567890123:resource/res-00014-06,Amazon DynamoDB,development
USE1-BoxUsage:t3.medium,2026-06-14T19:00:00Z,2026-06-14T20:00:00Z,123456789012,345678901234,AWS,37.9812,46.91862,USD,arn:aws:ec2:us-east-1:345678901234:resource/res-00014-07,Amazon Elastic Compute Cloud,qa
USE1-LCUUsage,2026-06-14T21:00:00Z,2026-06-14T22:00:00Z,987654321098,765432109876,AWS,10.63833,12.386235,USD,arn:aws:elastic-load-balancing:us-east-1:765432109876:resource/res-00014-08,Amazon Elastic Load Balancing,production
USE1-DataTransfer-Out-Bytes,2026-06-14T22:00:00Z,2026-06-14T23:00:00Z,987654321098,876543210987,AWS,10.816702,13.340233,USD,arn:aws:cloudfront:us-east-1:876543210987:resource/res-00014-09,Amazon CloudFront,staging
USE1-Request,2026-06-14T23:00:00Z,2026-06-15T00:00:00Z,111122223333,444455556666,AWS,13.080299,15.290366,USD,arn:aws:lambda:us-east-1:444455556666:resource/res-00014-10,AWS Lambda,development
USE1-InstanceUsage:db.t3.medium,2026-06-15T01:00:00Z,2026-06-15T02:00:00Z,987654321098,765432109876,AWS,19.390157,24.501599,USD,arn:aws:rds:us-east-1:765432109876:resource/res-00015-01,Amazon Relational Database Service,development
Support Fee,2026-06-15T03:00:00Z,2026-06-15T04:00:00Z,987654321098,876543210987,AWS,8.920671,10.587623,USD,arn:aws:support:us-east-1:876543210987:resource/res-00015-02,AWS Support (Business),qa
USE1-TimedStorage-ByteHrs,2026-06-15T06:00:00Z,2026-06-15T07:00:00Z,111122223333,444455556666,AWS,20.457013,26.03579,USD,arn:aws:s3:us-east-1:444455556666:resource/res-00015-03,Amazon Simple Storage Service,production
USE1-ReadRequestUnits,2026-06-15T09:00:00Z,2026-06-15T10:00:00Z,123456789012,234567890123,AWS,12.285028,15.55664,USD,arn:aws:dynamodb:us-east-1:234567890123:resource/res-00015-04,Amazon DynamoDB,staging
USE1-Request,2026-06-15T13:00:00Z,2026-06-15T14:00:00Z,123456789012,345678901234,AWS,11.075164,13.82712,USD,arn:aws:lambda:us-east-1:345678901234:resource/res-00015-05,AWS Lambda,development
Support Fee,2026-06-15T16:00:00Z,2026-06-15T17:00:00Z,987654321098,765432109876,AWS,8.906997,10.091743,USD,arn:aws:support:us-east-1:765432109876:resource/res-00015-06,AWS Support (Business),qa
USE1-BoxUsage:t3.medium,2026-06-15T19:00:00Z,2026-06-15T20:00:00Z,987654321098,876543210987,AWS,39.29815,47.959878,USD,arn:aws:ec2:us-east-1:876543210987:resource/res-00015-07,Amazon Elastic Compute Cloud,production
USE1-DataTransfer-Out-Bytes,2026-06-15T21:00:00Z,2026-06-15T22:00:00Z,111122223333,444455556666,AWS,7.819708,9.250117,USD,arn:aws:cloudfront:us-east-1:444455556666:resource/res-00015-08,Amazon CloudFront,staging
USE1-LCUUsage,2026-06-15T22:00:00Z,2026-06-15T23:00:00Z,123456789012,234567890123,AWS,10.819329,12.534387,USD,arn:aws:elastic-load-balancing:us-east-1:234567890123:resource/res-00015-09,Amazon Elastic Load Balancing,development
USE1-LCUUsage,2026-06-15T23:00:00Z,2026-06-16T00:00:00Z,123456789012,345678901234,AWS Marketplace,9.358321,11.052597,USD,arn:aws:elastic-load-balancing:us-east-1:345678901234:resource/res-00015-10,Amazon Elastic Load Balancing,qa
USE1-InstanceUsage:db.t3.medium,2026-06-16T01:00:00Z,2026-06-16T02:00:00Z,111122223333,444455556666,AWS,23.660706,26.75524,USD,arn:aws:rds:us-east-1:444455556666:resource/res-00016-01,Amazon Relational Database Service,qa
USE1-LCUUsage,2026-06-16T03:00:00Z,2026-06-16T04:00:00Z,123456789012,234567890123,AWS,10.793648,13.136022,USD,arn:aws:elastic-load-balancing:us-east-1:234567890123:resource/res-00016-02,Amazon Elastic Load Balancing,production
USE1-DataTransfer-Out-Bytes,2026-06-16T06:00:00Z,2026-06-16T07:00:00Z,123456789012,345678901234,AWS,10.40056,11.737068,USD,arn:aws:cloudfront:us-east-1:345678901234:resource/res-00016-03,Amazon CloudFront,staging
USE1-Request,2026-06-16T09:00:00Z,2026-06-16T10:00:00Z,987654321098,765432109876,AWS,16.236054,18.181213,USD,arn:aws:lambda:us-east-1:765432109876:resource/res-00016-04,AWS Lambda,development
USE1-ReadRequestUnits,2026-06-16T13:00:00Z,2026-06-16T14:00:00Z,987654321098,876543210987,AWS,11.426363,12.980985,USD,arn:aws:dynamodb:us-east-1:876543210987:resource/res-00016-05,Amazon DynamoDB,qa
USE1-BoxUsage:t3.medium,2026-06-16T16:00:00Z,2026-06-16T17:00:00Z,111122223333,444455556666,AWS,44.339313,50.728214,USD,arn:aws:ec2:us-east-1:444455556666:resource/res-00016-06,Amazon Elastic Compute Cloud,production
Support Fee,2026-06-16T19:00:00Z,2026-06-16T20:00:00Z,123456789012,234567890123,AWS,9.013485,10.955474,USD,arn:aws:support:us-east-1:234567890123:resource/res-00016-07,AWS Support (Business),staging
USE1-TimedStorage-ByteHrs,2026-06-16T21:00:00Z,2026-06-16T22:00:00Z,123456789012,345678901234,AWS,20.176507,22.52714,USD,arn:aws:s3:us-east-1:345678901234:resource/res-00016-08,Amazon Simple Storage Service,development
USE1-BoxUsage:t3.medium,2026-06-16T22:00:00Z,2026-06-16T23:00:00Z,987654321098,765432109876,AWS,32.046626,38.685986,USD,arn:aws:ec2:us-east-1:765432109876:resource/res-00016-09,Amazon Elastic Compute Cloud,qa
Support Fee,2026-06-16T23:00:00Z,2026-06-17T00:00:00Z,987654321098,876543210987,AWS,9.200046,10.58041,USD,arn:aws:support:us-east-1:876543210987:resource/res-00016-10,AWS Support (Business),production
USE1-InstanceUsage:db.t3.medium,2026-06-17T01:00:00Z,2026-06-17T02:00:00Z,123456789012,345678901234,AWS,14.955543,17.118354,USD,arn:aws:rds:us-east-1:345678901234:resource/res-00017-01,Amazon Relational Database Service,production
USE1-TimedStorage-ByteHrs,2026-06-17T03:00:00Z,2026-06-17T04:00:00Z,987654321098,765432109876,AWS,16.887406,20.110337,USD,arn:aws:s3:us-east-1:765432109876:resource/res-00017-02,Amazon Simple Storage Service,staging
USE1-BoxUsage:t3.medium,2026-06-17T06:00:00Z,2026-06-17T07:00:00Z,987654321098,876543210987,AWS,35.63801,43.162029,USD,arn:aws:ec2:us-east-1:876543210987:resource/res-00017-03,Amazon Elastic Compute Cloud,development
USE1-TimedStorage-ByteHrs,2026-06-17T09:00:00Z,2026-06-17T10:00:00Z,111122223333,444455556666,AWS,23.016453,26.188609,USD,arn:aws:s3:us-east-1:444455556666:resource/res-00017-04,Amazon Simple Storage Service,qa
USE1-LCUUsage,2026-06-17T13:00:00Z,2026-06-17T14:00:00Z,123456789012,234567890123,AWS,9.080459,10.382002,USD,arn:aws:elastic-load-balancing:us-east-1:234567890123:resource/res-00017-05,Amazon Elastic Load Balancing,production
Support Fee,2026-06-17T16:00:00Z,2026-06-17T17:00:00Z,123456789012,345678901234,AWS,6.148805,7.528574,USD,arn:aws:support:us-east-1:345678901234:resource/res-00017-06,AWS Support (Business),staging
USE1-DataTransfer-Out-Bytes,2026-06-17T19:00:00Z,2026-06-17T20:00:00Z,987654321098,765432109876,AWS,9.294284,11.228388,USD,arn:aws:cloudfront:us-east-1:765432109876:resource/res-00017-07,Amazon CloudFront,development
USE1-Request,2026-06-17T21:00:00Z,2026-06-17T22:00:00Z,987654321098,876543210987,AWS,9.498811,11.482883,USD,arn:aws:lambda:us-east-1:876543210987:resource/res-00017-08,AWS Lambda,qa
USE1-ReadRequestUnits,2026-06-17T22:00:00Z,2026-06-17T23:00:00Z,111122223333,444455556666,AWS,8.195906,10.280758,USD,arn:aws:dynamodb:us-east-1:444455556666:resource/res-00017-09,Amazon DynamoDB,production
USE1-BoxUsage:t3.medium,2026-06-17T23:00:00Z,2026-06-18T00:00:00Z,123456789012,234567890123,AWS,37.401467,42.65359,USD,arn:aws:ec2:us-east-1:234567890123:resource/res-00017-10,Amazon Elastic Compute Cloud,staging
USE1-ReadRequestUnits,2026-06-18T01:00:00Z,2026-06-18T02:00:00Z,987654321098,876543210987,AWS,12.989541,15.060313,USD,arn:aws:dynamodb:us-east-1:876543210987:resource/res-00018-01,Amazon DynamoDB,staging
USE1-TimedStorage-ByteHrs,2026-06-18T03:00:00Z,2026-06-18T04:00:00Z,111122223333,444455556666,AWS,20.610098,25.199914,USD,arn:aws:s3:us-east-1:444455556666:resource/res-00018-02,Amazon Simple Storage Service,development
USE1-BoxUsage:t3.medium,2026-06-18T06:00:00Z,2026-06-18T07:00:00Z,123456789012,234567890123,AWS,34.846438,44.060097,USD,arn:aws:ec2:us-east-1:234567890123:resource/res-00018-03,Amazon Elastic Compute Cloud,qa
USE1-DataTransfer-Out-Bytes,2026-06-18T09:00:00Z,2026-06-18T10:00:00Z,123456789012,345678901234,AWS,7.398997,8.815577,USD,arn:aws:cloudfront:us-east-1:345678901234:resource/res-00018-04,Amazon CloudFront,production
USE1-TimedStorage-ByteHrs,2026-06-18T13:00:00Z,2026-06-18T14:00:00Z,987654321098,765432109876,AWS,19.952608,23.664667,USD,arn:aws:s3:us-east-1:765432109876:resource/res-00018-05,Amazon Simple Storage Service,staging
USE1-InstanceUsage:db.t3.medium,2026-06-18T16:00:00Z,2026-06-18T17:00:00Z,987654321098,876543210987,AWS,16.44656,18.663004,USD,arn:aws:rds:us-east-1:876543210987:resource/res-00018-06,Amazon Relational Database Service,development
USE1-LCUUsage,2026-06-18T19:00:00Z,2026-06-18T20:00:00Z,111122223333,444455556666,AWS,8.006214,9.286607,USD,arn:aws:elastic-load-balancing:us-east-1:444455556666:resource/res-00018-07,Amazon Elastic Load Balancing,qa
USE1-Request,2026-06-18T21:00:00Z,2026-06-18T22:00:00Z,123456789012,234567890123,AWS,11.626016,14.044287,USD,arn:aws:lambda:us-east-1:234567890123:resource/res-00018-08,AWS Lambda,production
USE1-InstanceUsage:db.t3.medium,2026-06-18T22:00:00Z,2026-06-18T23:00:00Z,123456789012,345678901234,AWS,19.277441,22.675998,USD,arn:aws:rds:us-east-1:345678901234:resource/res-00018-09,Amazon Relational Database Service,staging
Support Fee,2026-06-18T23:00:00Z,2026-06-19T00:00:00Z,987654321098,765432109876,AWS,7.295042,8.367025,USD,arn:aws:support:us-east-1:765432109876:resource/res-00018-10,AWS Support (Business),development
USE1-DataTransfer-Out-Bytes,2026-06-19T01:00:00Z,2026-06-19T02:00:00Z,123456789012,234567890123,AWS,7.89778,9.482533,USD,arn:aws:cloudfront:us-east-1:234567890123:resource/res-00019-01,Amazon CloudFront,development
Support Fee,2026-06-19T03:00:00Z,2026-06-19T04:00:00Z,123456789012,345678901234,AWS,6.998973,8.4973,USD,arn:aws:support:us-east-1:345678901234:resource/res-00019-02,AWS Support (Business),qa
USE1-TimedStorage-ByteHrs,2026-06-19T06:00:00Z,2026-06-19T07:00:00Z,987654321098,765432109876,AWS,20.380432,23.675182,USD,arn:aws:s3:us-east-1:765432109876:resource/res-00019-03,Amazon Simple Storage Service,production
USE1-LCUUsage,2026-06-19T09:00:00Z,2026-06-19T10:00:00Z,987654321098,876543210987,AWS,8.512454,10.197737,USD,arn:aws:elastic-load-balancing:us-east-1:876543210987:resource/res-00019-04,Amazon Elastic Load Balancing,staging
USE1-ReadRequestUnits,2026-06-19T13:00:00Z,2026-06-19T14:00:00Z,111122223333,444455556666,AWS,9.573608,11.588533,USD,arn:aws:dynamodb:us-east-1:444455556666:resource/res-00019-05,Amazon DynamoDB,development
USE1-InstanceUsage:db.t3.medium,2026-06-19T16:00:00Z,2026-06-19T17:00:00Z,123456789012,234567890123,AWS,15.777965,18.809758,USD,arn:aws:rds:us-east-1:234567890123:resource/res-00019-06,Amazon Relational Database Service,qa
USE1-InstanceUsage:db.t3.medium,2026-06-19T19:00:00Z,2026-06-19T20:00:00Z,123456789012,345678901234,AWS,17.127097,21.490657,USD,arn:aws:rds:us-east-1:345678901234:resource/res-00019-07,Amazon Relational Database Service,production
USE1-Request,2026-06-19T21:00:00Z,2026-06-19T22:00:00Z,987654321098,765432109876,AWS,12.768298,15.203282,USD,arn:aws:lambda:us-east-1:765432109876:resource/res-00019-08,AWS Lambda,staging
USE1-BoxUsage:t3.medium,2026-06-19T22:00:00Z,2026-06-19T23:00:00Z,987654321098,876543210987,AWS,31.108894,38.565543,USD,arn:aws:ec2:us-east-1:876543210987:resource/res-00019-09,Amazon Elastic Compute Cloud,development
USE1-Request,2026-06-19T23:00:00Z,2026-06-20T00:00:00Z,111122223333,444455556666,AWS,9.886336,12.32023,USD,arn:aws:lambda:us-east-1:444455556666:resource/res-00019-10,AWS Lambda,qa
USE1-LCUUsage,2026-06-20T01:00:00Z,2026-06-20T02:00:00Z,987654321098,765432109876,AWS,7.861764,9.669402,USD,arn:aws:elastic-load-balancing:us-east-1:765432109876:resource/res-00020-01,Amazon Elastic Load Balancing,qa
Support Fee,2026-06-20T03:00:00Z,2026-06-20T04:00:00Z,987654321098,876543210987,AWS,5.891284,7.331196,USD,arn:aws:support:us-east-1:876543210987:resource/res-00020-02,AWS Support (Business),production
USE1-TimedStorage-ByteHrs,2026-06-20T06:00:00Z,2026-06-20T07:00:00Z,111122223333,444455556666,AWS,24.269195,28.399767,USD,arn:aws:s3:us-east-1:444455556666:resource/res-00020-03,Amazon Simple Storage Service,staging
USE1-BoxUsage:t3.medium,2026-06-20T09:00:00Z,2026-06-20T10:00:00Z,123456789012,234567890123,AWS,31.153129,37.581531,USD,arn:aws:ec2:us-east-1:234567890123:resource/res-00020-04,Amazon Elastic Compute Cloud,development
USE1-DataTransfer-Out-Bytes,2026-06-20T13:00:00Z,2026-06-20T14:00:00Z,123456789012,345678901234,AWS,7.651169,8.944774,USD,arn:aws:cloudfront:us-east-1:345678901234:resource/res-00020-05,Amazon CloudFront,qa
USE1-ReadRequestUnits,2026-06-20T16:00:00Z,2026-06-20T17:00:00Z,987654321098,765432109876,AWS,12.18217,15.523889,USD,arn:aws:dynamodb:us-east-1:765432109876:resource/res-00020-06,Amazon DynamoDB,production
USE1-Request,2026-06-20T19:00:00Z,2026-06-20T20:00:00Z,987654321098,876543210987,AWS,14.003019,16.255669,USD,arn:aws:lambda:us-east-1:876543210987:resource/res-00020-07,AWS Lambda,staging
USE1-Request,2026-06-20T21:00:00Z,2026-06-20T22:00:00Z,111122223333,444455556666,AWS,12.916867,15.80561,USD,arn:aws:lambda:us-east-1:444455556666:resource/res-00020-08,AWS Lambda,development
USE1-ReadRequestUnits,2026-06-20T22:00:00Z,2026-06-20T23:00:00Z,123456789012,234567890123,AWS,10.542232,12.786815,USD,arn:aws:dynamodb:us-east-1:234567890123:resource/res-00020-09,Amazon DynamoDB,qa
USE1-InstanceUsage:db.t3.medium,2026-06-20T23:00:00Z,2026-06-21T00:00:00Z,123456789012,345678901234,AWS,15.969809,18.296369,USD,arn:aws:rds:us-east-1:345678901234:resource/res-00020-10,Amazon Relational Database Service,production
USE1-BoxUsage:t3.medium,2026-06-21T01:00:00Z,2026-06-21T02:00:00Z,111122223333,444455556666,AWS,37.212969,47.386151,USD,arn:aws:ec2:us-east-1:444455556666:resource/res-00021-01,Amazon Elastic Compute Cloud,production
USE1-DataTransfer-Out-Bytes,2026-06-21T03:00:00Z,2026-06-21T04:00:00Z,123456789012,234567890123,AWS,7.511584,8.878485,USD,arn:aws:cloudfront:us-east-1:234567890123:resource/res-00021-02,Amazon CloudFront,staging
USE1-LCUUsage,2026-06-21T06:00:00Z,2026-06-21T07:00:00Z,123456789012,345678901234,AWS,8.695038,9.799506,USD,arn:aws:elastic-load-balancing:us-east-1:345678901234:resource/res-00021-03,Amazon Elastic Load Balancing,development
USE1-InstanceUsage:db.t3.medium,2026-06-21T09:00:00Z,2026-06-21T10:00:00Z,987654321098,765432109876,AWS,20.218123,23.851572,USD,arn:aws:rds:us-east-1:765432109876:resource/res-00021-04,Amazon Relational Database Service,qa
USE1-Request,2026-06-21T13:00:00Z,2026-06-21T14:00:00Z,987654321098,876543210987,AWS,12.664567,14.401678,USD,arn:aws:lambda:us-east-1:876543210987:resource/res-00021-05,AWS Lambda,production
USE1-DataTransfer-Out-Bytes,2026-06-21T16:00:00Z,2026-06-21T17:00:00Z,111122223333,444455556666,AWS,7.16986,9.022819,USD,arn:aws:cloudfront:us-east-1:444455556666:resource/res-00021-06,Amazon CloudFront,staging
USE1-TimedStorage-ByteHrs,2026-06-21T19:00:00Z,2026-06-21T20:00:00Z,123456789012,234567890123,AWS,18.010891,20.698023,USD,arn:aws:s3:us-east-1:234567890123:resource/res-00021-07,Amazon Simple Storage Service,development
Support Fee,2026-06-21T21:00:00Z,2026-06-21T22:00:00Z,123456789012,345678901234,AWS,6.800926,8.083412,USD,arn:aws:support:us-east-1:345678901234:resource/res-00021-08,AWS Support (Business),qa
USE1-ReadRequestUnits,2026-06-21T22:00:00Z,2026-06-21T23:00:00Z,987654321098,765432109876,AWS,11.36532,13.514102,USD,arn:aws:dynamodb:us-east-1:765432109876:resource/res-00021-09,Amazon DynamoDB,production
USE1-ReadRequestUnits,2026-06-21T23:00:00Z,2026-06-22T00:00:00Z,987654321098,876543210987,AWS,9.683712,11.143988,USD,arn:aws:dynamodb:us-east-1:876543210987:resource/res-00021-10,Amazon DynamoDB,staging
USE1-Request,2026-06-22T01:00:00Z,2026-06-22T02:00:00Z,123456789012,345678901234,AWS,11.057626,13.229724,USD,arn:aws:lambda:us-east-1:345678901234:resource/res-00022-01,AWS Lambda,staging
USE1-ReadRequestUnits,2026-06-22T03:00:00Z,2026-06-22T04:00:00Z,987654321098,765432109876,AWS,9.443459,11.779993,USD,arn:aws:dynamodb:us-east-1:765432109876:resource/res-00022-02,Amazon DynamoDB,development
Support Fee,2026-06-22T06:00:00Z,2026-06-22T07:00:00Z,987654321098,876543210987,AWS,6.712849,8.285931,USD,arn:aws:support:us-east-1:876543210987:resource/res-00022-03,AWS Support (Business),qa
USE1-DataTransfer-Out-Bytes,2026-06-22T09:00:00Z,2026-06-22T10:00:00Z,111122223333,444455556666,AWS,9.20382,10.960733,USD,arn:aws:cloudfront:us-east-1:444455556666:resource/res-00022-04,Amazon CloudFront,production
USE1-LCUUsage,2026-06-22T13:00:00Z,2026-06-22T14:00:00Z,123456789012,234567890123,AWS,9.27006,11.16223,USD,arn:aws:elastic-load-balancing:us-east-1:234567890123:resource/res-00022-05,Amazon Elastic Load Balancing,staging
USE1-InstanceUsage:db.t3.medium,2026-06-22T16:00:00Z,2026-06-22T17:00:00Z,123456789012,345678901234,AWS,20.143327,23.474217,USD,arn:aws:rds:us-east-1:345678901234:resource/res-00022-06,Amazon Relational Database Service,development
USE1-LCUUsage,2026-06-22T19:00:00Z,2026-06-22T20:00:00Z,987654321098,765432109876,AWS,8.136166,9.723809,USD,arn:aws:elastic-load-balancing:us-east-1:765432109876:resource/res-00022-07,Amazon Elastic Load Balancing,qa
USE1-BoxUsage:t3.medium,2026-06-22T21:00:00Z,2026-06-22T22:00:00Z,987654321098,876543210987,AWS,29.440477,34.570346,USD,arn:aws:ec2:us-east-1:876543210987:resource/res-00022-08,Amazon Elastic Compute Cloud,production
USE1-DataTransfer-Out-Bytes,2026-06-22T22:00:00Z,2026-06-22T23:00:00Z,111122223333,444455556666,AWS,9.23791,11.189495,USD,arn:aws:cloudfront:us-east-1:444455556666:resource/res-00022-09,Amazon CloudFront,staging
USE1-TimedStorage-ByteHrs,2026-06-22T23:00:00Z,2026-06-23T00:00:00Z,123456789012,234567890123,AWS Marketplace,17.923179,20.882218,USD,arn:aws:s3:us-east-1:234567890123:resource/res-00022-10,Amazon Simple Storage Service,development
USE1-DataTransfer-Out-Bytes,2026-06-23T01:00:00Z,2026-06-23T02:00:00Z,987654321098,876543210987,AWS,7.956562,9.732812,USD,arn:aws:cloudfront:us-east-1:876543210987:resource/res-00023-01,Amazon CloudFront,development
USE1-ReadRequestUnits,2026-06-23T03:00:00Z,2026-06-23T04:00:00Z,111122223333,444455556666,AWS,11.208566,14.255415,USD,arn:aws:dynamodb:us-east-1:444455556666:resource/res-00023-02,Amazon DynamoDB,qa
Support Fee,2026-06-23T06:00:00Z,2026-06-23T07:00:00Z,123456789012,234567890123,AWS,7.972418,9.459831,USD,arn:aws:support:us-east-1:234567890123:resource/res-00023-03,AWS Support (Business),production
USE1-LCUUsage,2026-06-23T09:00:00Z,2026-06-23T10:00:00Z,123456789012,345678901234,AWS,9.201779,11.573701,USD,arn:aws:elastic-load-balancing:us-east-1:345678901234:resource/res-00023-04,Amazon Elastic Load Balancing,staging
USE1-BoxUsage:t3.medium,2026-06-23T13:00:00Z,2026-06-23T14:00:00Z,987654321098,765432109876,AWS,37.293318,47.305506,USD,arn:aws:ec2:us-east-1:765432109876:resource/res-00023-05,Amazon Elastic Compute Cloud,development
USE1-Request,2026-06-23T16:00:00Z,2026-06-23T17:00:00Z,987654321098,876543210987,AWS,13.302497,16.645777,USD,arn:aws:lambda:us-east-1:876543210987:resource/res-00023-06,AWS Lambda,qa
USE1-LCUUsage,2026-06-23T19:00:00Z,2026-06-23T20:00:00Z,111122223333,444455556666,AWS,7.416282,9.108591,USD,arn:aws:elastic-load-balancing:us-east-1:444455556666:resource/res-00023-07,Amazon Elastic Load Balancing,production
USE1-InstanceUsage:db.t3.medium,2026-06-23T21:00:00Z,2026-06-23T22:00:00Z,123456789012,234567890123,AWS,18.50346,22.178533,USD,arn:aws:rds:us-east-1:234567890123:resource/res-00023-08,Amazon Relational Database Service,staging
Support Fee,2026-06-23T22:00:00Z,2026-06-23T23:00:00Z,123456789012,345678901234,AWS,7.537415,9.569978,USD,arn:aws:support:us-east-1:345678901234:resource/res-00023-09,AWS Support (Business),development
USE1-TimedStorage-ByteHrs,2026-06-23T23:00:00Z,2026-06-24T00:00:00Z,987654321098,765432109876,AWS,26.067098,30.171278,USD,arn:aws:s3:us-east-1:765432109876:resource/res-00023-10,Amazon Simple Storage Service,qa
USE1-BoxUsage:t3.medium,2026-06-24T01:00:00Z,2026-06-24T02:00:00Z,123456789012,234567890123,AWS,36.318856,46.165909,USD,arn:aws:ec2:us-east-1:234567890123:resource/res-00024-01,Amazon Elastic Compute Cloud,qa
USE1-ReadRequestUnits,2026-06-24T03:00:00Z,2026-06-24T04:00:00Z,123456789012,345678901234,AWS,11.341895,14.048418,USD,arn:aws:dynamodb:us-east-1:345678901234:resource/res-00024-02,Amazon DynamoDB,production
USE1-TimedStorage-ByteHrs,2026-06-24T06:00:00Z,2026-06-24T07:00:00Z,987654321098,765432109876,AWS,19.44277,23.311786,USD,arn:aws:s3:us-east-1:765432109876:resource/res-00024-03,Amazon Simple Storage Service,staging
USE1-LCUUsage,2026-06-24T09:00:00Z,2026-06-24T10:00:00Z,987654321098,876543210987,AWS,9.918646,12.51304,USD,arn:aws:elastic-load-balancing:us-east-1:876543210987:resource/res-00024-04,Amazon Elastic Load Balancing,development
USE1-Request,2026-06-24T13:00:00Z,2026-06-24T14:00:00Z,111122223333,444455556666,AWS,16.053596,17.994891,USD,arn:aws:lambda:us-east-1:444455556666:resource/res-00024-05,AWS Lambda,qa
